r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
35,114,65,112,28,64,19,43,57,86,1
1,102,39,112,16,109,94,65,51,101,0
95,38,39,90,86,12,76,108,66,88,1
49,17,63,30,100,35,81,13,68,103,1
41,108,13,68,86,53,47,6,16,26,1
44,15,13,86,62,53,12,72,3,89,1
10,47,69,51,87,45,41,38,30,103,0
49,54,13,103,119,46,19,38,64,89,0
8,19,104,3,62,109,13,100,65,85,0
77,47,60,86,119,19,11,78,87,51,1
45,12,11,100,68,109,47,13,86,103,0
9,43,104,30,100,53,72,76,60,87,0
47,78,41,37,62,45,10,69,86,107,1
15,29,103,44,3,72,53,7,97,30,0
41,57,47,7,30,12,27,58,15,16,0
92,77,19,119,37,43,41,13,103,111,1
61,20,78,79,16,15,13,100,12,84,1
41,11,100,30,89,15,13,75,16,62,0
11,64,15,16,87,48,61,19,37,86,0
15,27,76,13,84,109,106,16,68,85,1
77,72,19,119,88,43,41,15,100,37,1
77,11,108,3,100,10,102,40,30,7,0
72,39,29,86,107,43,80,78,68,16,1
53,18,43,86,103,92,80,16,119,87,1
43,102,20,87,103,11,15,69,51,86,0
77,15,45,16,86,72,13,66,29,88,1
12,39,69,112,28,15,60,34,5,88,0
1,15,108,51,86,94,13,6,3,103,0
11,19,73,3,103,43,44,51,119,62,0
12,43,38,87,86,47,19,9,100,68,1
11,92,16,86,83,15,99,58,60,119,0
8,94,38,103,3,81,72,16,30,62,0
109,33,66,72,30,12,47,68,65,100,0
6,19,53,47,86,13,72,61,68,100,1
40,13,10,30,100,95,72,19,16,3,0
77,55,19,87,16,72,67,37,57,83,0
72,13,81,89,87,49,8,16,68,75,0
108,1,49,30,16,54,40,13,68,62,0
109,72,51,16,87,48,49,13,86,68,0
109,43,57,86,88,48,108,103,34,20,1
11,8,57,86,3,19,39,78,87,88,0
98,12,102,30,103,92,54,89,7,3,0
47,8,2,37,100,45,72,12,119,16,0
109,40,13,89,119,43,54,108,27,62,0
53,15,72,87,107,11,78,27,61,100,0
43,18,88,87,100,45,61,92,119,86,0
53,72,44,28,3,54,25,58,16,68,1
48,78,47,86,119,57,41,76,68,100,1
66,47,41,57,86,95,97,16,100,30,1
53,39,6,30,16,49,15,102,62,87,0
48,27,33,43,16,19,68,69,107,75,0
8,102,13,86,107,72,11,60,119,30,1
77,43,102,119,100,47,19,68,65,3,1
72,102,39,3,16,40,15,57,87,62,1
113,13,47,3,103,19,76,72,86,87,1
33,19,81,3,103,53,43,72,87,86,0
47,54,60,30,107,12,43,108,16,68,1
18,94,65,68,16,48,61,27,38,60,0
15,93,29,30,51,10,27,9,60,65,0
66,92,20,102,3,35,9,16,69,30,0
41,74,58,68,7,95,49,43,37,100,0
12,53,19,27,16,18,89,40,68,100,1
10,39,65,112,16,11,15,100,86,88,0
109,72,100,86,57,53,48,17,64,89,1
81,39,30,107,65,57,15,12,16,87,1
53,12,72,68,51,47,38,44,103,3,1
77,15,108,30,16,95,39,119,60,87,1
94,76,60,65,16,10,9,79,78,85,0
72,114,38,16,90,18,57,13,103,87,0
53,19,95,100,87,43,54,29,89,64,1
12,15,112,88,28,94,19,69,100,68,0
66,109,72,119,57,53,19,54,30,83,0
13,20,81,58,112,49,11,69,51,68,0
109,15,69,86,100,72,13,57,91,3,1
81,19,40,30,16,80,108,15,88,87,0
10,49,51,68,88,9,1,78,107,84,1
95,47,108,103,87,12,76,13,68,100,0
95,25,19,112,88,77,9,38,119,30,1
12,38,76,91,30,54,98,13,3,16,0
53,15,104,90,3,38,52,19,30,103,0
38,12,66,39,119,65,54,23,100,87,1
39,98,81,68,89,49,63,57,60,84,0
49,94,20,68,103,80,38,72,3,16,0
46,45,19,119,86,76,57,8,89,87,1
109,39,78,107,87,48,108,76,16,91,1
92,48,78,100,87,109,52,55,68,16,1
92,78,18,89,87,25,8,3,65,16,0
45,72,12,3,88,67,58,39,37,83,1
109,47,16,60,87,35,49,41,107,68,1
95,49,13,16,68,45,72,58,30,86,1
49,15,65,107,101,11,8,27,13,100,0
54,47,108,107,86,77,72,60,3,103,1
54,39,102,103,86,72,61,49,119,62,0
11,49,3,51,16,46,13,114,103,79,1
49,19,27,78,91,53,18,39,84,107,1
13,54,83,60,3,15,72,55,71,119,0
49,66,54,9,107,33,48,119,57,90,0
92,19,6,66,86,12,15,49,62,30,0
95,35,38,103,87,11,43,19,111,107,1
42,53,15,103,87,8,47,19,30,16,1
95,47,57,100,87,53,45,72,69,86,0
48,40,19,66,107,109,77,45,69,119,0
48,39,57,3,62,66,43,10,16,30,1
92,72,108,83,86,102,76,54,64,16,1
11,56,16,51,119,72,41,38,86,103,0
54,102,62,47,86,10,49,72,103,3,0
48,43,88,112,16,46,15,57,103,87,1
43,38,54,103,86,41,25,16,68,62,1
58,10,15,51,87,48,78,47,100,30,0
10,79,43,65,16,63,15,104,84,26,1
49,12,104,87,100,6,108,53,13,86,0
95,40,69,68,16,94,53,19,86,60,1
54,11,16,78,3,72,25,13,103,87,0
64,72,27,76,107,94,54,104,16,68,0
19,58,54,68,107,72,53,95,87,88,1
8,47,108,119,86,12,49,78,30,103,1
8,11,89,30,28,19,46,51,88,112,1
45,77,66,109,86,92,54,103,16,90,0
53,49,57,76,119,10,13,98,3,62,0
80,38,78,86,68,92,66,54,16,90,0
8,53,47,103,87,43,77,102,30,51,1
10,72,78,87,3,8,47,102,86,100,1
38,46,20,112,16,109,34,88,68,100,0
58,13,18,100,111,12,11,30,119,16,0
8,92,78,3,86,109,25,27,108,16,1
92,49,33,86,62,43,54,29,16,87,1
19,54,34,89,3,109,72,38,91,16,0
19,54,65,86,16,72,47,33,50,107,0
19,72,104,91,100,109,47,57,16,68,0
109,102,15,3,103,52,48,57,87,62,1
72,39,91,60,100,8,15,13,87,16,0
39,108,72,3,107,8,13,87,34,103,0
109,43,85,16,50,77,29,34,100,3,1
108,46,15,16,101,43,57,96,86,3,1
109,17,51,100,101,10,19,57,103,3,0
95,35,16,30,119,48,43,57,103,86,1
11,54,13,3,16,109,49,104,30,100,0
10,43,88,103,111,72,78,54,51,87,1
10,49,108,112,23,19,16,59,86,62,1
8,47,69,7,3,72,11,51,86,90,0
12,19,110,3,100,52,47,57,37,107,0
93,15,13,103,86,94,49,79,65,88,0
12,25,58,83,87,49,43,64,78,62,1
109,102,15,30,23,95,39,65,100,87,0
19,78,74,79,107,49,13,69,103,86,1
10,47,27,57,107,6,72,78,30,100,1
11,40,16,30,51,43,54,89,3,23,0
48,45,57,16,86,49,43,60,30,119,1
8,43,19,86,60,77,39,78,16,87,0
77,94,60,13,87,43,48,49,86,103,1
8,33,83,22,51,12,7,110,34,64,1
96,17,27,81,83,40,73,63,112,85,1
12,73,99,111,7,109,42,34,119,27,1
33,43,74,16,75,59,63,2,81,20,0
45,43,95,7,85,59,9,54,20,23,1
63,33,74,9,5,17,72,36,21,7,1
61,114,39,100,7,19,93,45,110,85,1
74,1,36,27,119,109,19,7,17,5,0
70,21,17,112,5,109,58,106,83,7,0
46,63,15,42,20,56,106,96,100,25,1
17,70,112,33,21,45,36,2,9,85,0
67,25,110,19,83,6,46,20,96,84,0
61,114,112,2,110,72,13,101,91,65,1
109,9,70,112,7,36,19,119,34,88,0
45,19,27,67,84,4,9,42,64,16,0
61,20,38,33,83,9,17,96,5,84,1
9,46,110,84,100,25,39,58,103,3,1
63,17,85,2,110,36,53,74,7,70,0
73,45,53,9,112,67,64,75,2,22,0
53,12,17,84,112,109,52,9,85,50,1
77,36,4,51,83,114,6,20,63,84,1
25,58,63,88,86,41,9,22,112,84,0
72,59,2,91,75,10,9,23,112,31,1
109,13,2,107,112,94,63,96,25,83,1
9,67,97,50,5,19,86,22,63,7,1
1,29,53,86,36,109,45,106,88,20,1
72,91,36,86,119,63,20,83,13,31,1
9,114,36,100,111,113,56,29,112,65,1
10,63,112,19,75,109,49,102,110,84,0
109,46,9,110,3,82,27,21,36,88,0
73,36,104,20,83,12,45,106,103,88,0
82,63,84,50,110,9,23,90,78,85,1
45,73,31,9,112,74,63,96,75,7,0
25,10,29,85,5,12,49,63,110,84,1
63,36,108,20,7,56,6,53,96,86,0
59,33,6,84,7,67,63,22,107,86,1
6,63,17,100,3,109,49,19,7,31,1
56,46,19,65,84,64,6,21,36,104,1
63,36,66,119,65,95,40,97,21,85,1
42,22,70,90,7,92,12,85,65,112,0
61,70,40,3,107,72,104,91,7,111,1
49,12,2,75,7,63,73,81,110,100,1
12,63,22,88,90,46,42,2,119,110,1
56,46,78,110,83,8,97,49,21,111,1
33,12,7,106,31,80,45,4,20,84,1
48,36,25,29,84,66,12,22,65,83,1
12,66,96,17,119,42,73,78,5,112,0
45,19,9,119,84,46,96,36,70,110,0
96,4,17,86,112,36,114,63,100,110,1
6,17,81,110,83,92,113,9,64,84,0
9,113,81,110,100,109,19,25,119,83,1
42,46,66,78,7,56,12,36,119,85,0
10,45,2,63,83,42,106,4,88,31,1
25,70,2,63,110,66,33,4,74,86,1
53,17,6,2,112,95,45,97,21,84,0
109,42,70,5,84,12,106,65,7,110,0
46,40,9,110,83,10,112,19,70,65,1
46,92,96,112,71,63,13,23,68,107,1
113,63,66,96,20,1,45,97,21,75,0
63,78,113,112,83,1,33,19,62,75,1
109,63,2,110,100,12,9,17,7,112,0
12,36,20,22,110,109,45,25,7,111,1
95,36,65,19,75,9,61,78,7,68,0
42,61,36,85,112,48,33,25,7,84,0
45,25,41,2,84,1,63,65,100,31,0
74,69,18,112,84,94,41,60,34,79,0
70,97,67,86,84,9,27,8,13,22,0
8,19,76,16,37,12,99,47,5,100,1
63,74,114,7,112,6,17,69,27,56,1
67,11,64,75,99,9,19,27,74,23,1
27,41,19,119,68,109,57,22,100,112,1
9,73,33,7,26,8,17,29,110,75,1
82,63,114,75,7,9,36,70,88,85,0
46,67,36,37,88,11,9,57,7,84,0
94,40,19,112,84,92,108,70,110,7,1
10,77,63,112,84,72,4,20,91,3,1
10,33,114,7,5,113,4,36,91,26,1
109,38,34,7,31,10,19,2,110,112,0
74,61,36,86,112,63,25,120,5,107,0
27,53,25,67,112,109,61,74,110,7,0
61,67,78,7,30,109,9,96,112,50,0
93,110,69,7,3,39,78,67,21,112,0
109,19,106,119,3,25,78,21,67,112,0
63,70,96,84,7,10,45,23,110,88,0
10,49,36,110,3,61,53,9,25,83,1
13,72,92,91,84,49,42,33,23,50,0
109,74,63,23,75,42,4,36,7,50,0
12,19,108,119,83,77,21,17,112,85,1
10,25,106,112,84,109,39,78,119,83,1
61,4,74,112,107,45,63,10,23,85,1
27,53,12,25,75,45,63,9,7,112,0
4,74,36,88,5,10,63,23,86,2,0
12,45,74,5,7,109,9,17,112,75,1
98,70,17,84,110,61,77,53,63,21,0
72,96,13,91,68,10,36,20,51,31,1
19,12,36,107,112,42,25,65,86,5,1
109,114,20,3,112,67,39,78,100,30,1
92,6,25,112,85,48,45,23,3,88,1
36,46,41,88,110,9,1,83,5,119,1
59,108,23,85,62,9,41,76,68,84,0
114,9,59,112,2,63,36,74,107,5,0
4,106,7,119,60,73,63,36,100,75,0
8,43,78,31,87,47,54,19,75,16,1
35,81,57,30,102,15,108,16,22,3,1
27,81,36,75,2,53,67,22,68,51,0
72,39,69,87,107,43,42,27,108,16,0
35,9,41,85,27,8,43,64,38,91,0
77,63,54,3,91,64,60,20,40,27,1
43,54,51,16,87,1,89,34,19,26,1
6,27,36,21,26,43,76,96,86,30,0
54,35,29,23,30,42,76,41,87,14,1
6,45,53,64,58,16,18,39,87,107,1
109,27,22,108,20,43,35,69,60,84,0
47,19,43,30,51,21,11,54,27,88,0
10,11,120,30,68,48,25,51,79,119,1
8,39,96,79,102,47,94,13,16,68,1
27,60,25,28,29,8,38,43,86,68,0
74,54,108,64,30,95,25,89,104,87,0
8,27,119,51,86,40,41,64,99,20,1
8,43,27,57,16,41,13,34,87,20,0
35,41,55,51,87,6,92,13,119,7,0
43,27,54,57,16,78,94,72,64,37,1
109,104,27,76,100,72,25,30,65,16,0
8,43,108,30,16,74,72,27,41,64,1
27,47,99,75,26,8,12,108,68,86,0
81,72,97,119,31,48,47,89,87,57,0
8,76,104,3,68,25,19,69,119,16,0
94,57,98,87,16,46,81,99,30,100,1
70,88,113,100,26,95,76,19,62,86,0
81,27,47,78,51,56,54,110,64,28,1
54,99,25,5,16,48,102,33,71,42,1
72,49,78,100,20,38,15,43,51,87,1
49,114,108,30,107,19,33,76,68,16,0
28,27,25,60,29,54,75,20,72,96,1
15,8,100,29,30,72,56,51,78,27,1
47,29,34,16,26,72,73,101,20,5,0
53,39,54,20,87,38,12,68,22,86,0
6,76,51,89,26,43,40,27,38,68,1
45,109,69,87,62,43,49,89,16,30,1
109,47,27,89,16,8,78,34,23,87,0
48,49,64,15,87,11,8,29,30,84,1
8,27,41,22,110,109,76,16,87,14,1
95,43,63,16,86,72,13,69,107,68,1
64,67,11,85,68,1,9,79,97,73,0
15,8,27,49,100,25,12,13,103,86,0
106,54,87,60,29,49,70,68,16,51,0
8,76,2,16,87,45,114,102,64,51,0
43,41,25,86,3,77,61,104,68,16,0
11,1,16,62,30,8,27,94,29,103,1
47,21,84,2,87,43,44,51,107,26,0
48,47,38,84,101,64,74,12,108,30,1
48,46,108,16,87,38,72,17,20,27,1
12,35,111,96,30,56,27,44,110,71,0
45,53,70,38,90,22,23,69,9,27,1
59,12,78,7,50,49,45,9,110,85,1
19,36,21,12,5,49,46,45,110,7,0
10,45,49,68,86,33,63,9,83,85,1
109,45,25,110,88,19,82,92,3,103,1
72,52,88,91,87,25,54,19,112,30,1
109,92,7,110,3,95,19,74,26,83,1
92,54,69,30,7,25,67,86,96,85,0
33,67,23,110,83,77,59,45,7,85,0
19,67,114,112,103,77,54,17,7,3,1
41,10,74,75,7,109,9,2,51,85,0
25,41,36,3,7,45,49,53,4,88,1
45,10,36,86,100,106,63,96,79,85,1
45,6,17,110,84,1,36,9,112,7,0
48,25,78,110,88,45,19,95,51,107,1
56,36,74,3,7,109,58,19,2,20,0
67,83,52,103,31,109,74,76,3,7,0
67,49,7,110,111,45,29,95,39,62,1
36,74,114,75,7,92,109,96,112,119,1
94,63,2,110,112,109,25,36,75,83,1
12,58,22,7,79,109,17,2,31,51,0
109,33,19,30,110,63,36,17,119,3,0
92,46,67,110,3,10,61,88,112,85,1
48,104,74,91,3,6,9,78,70,63,1
77,27,19,17,31,52,63,96,79,103,0
52,19,99,112,7,48,4,63,119,3,1
48,45,79,4,88,49,6,36,63,83,1
59,12,96,112,7,72,36,91,23,84,1
12,61,7,86,50,45,114,63,2,3,1
113,92,23,85,65,109,45,104,120,112,0
45,12,100,23,112,109,19,119,4,85,1
77,113,78,86,7,114,74,36,88,3,1
52,77,34,88,111,109,36,114,32,3,1
95,36,106,110,88,109,9,21,78,75,1
1,106,96,110,75,10,33,17,85,112,0
109,20,22,110,85,63,39,36,112,119,0
49,41,63,65,75,4,45,9,88,3,0
74,56,78,30,88,48,19,2,110,83,0
42,73,20,110,83,61,4,36,7,30,0
74,49,67,110,86,10,6,36,63,30,0
61,52,78,110,83,19,8,97,39,112,1
12,70,86,75,22,46,45,109,88,3,1
23,76,67,85,21,92,114,106,110,86,0
109,96,74,112,3,45,63,106,86,85,1
1,9,40,7,75,92,113,84,90,51,1
10,45,2,119,83,63,64,9,106,112,0
45,46,42,107,85,113,9,59,112,7,0
45,46,96,119,83,6,92,63,53,21,0
67,104,97,70,110,48,25,7,65,3,1
25,114,51,106,3,45,44,9,7,112,0
109,42,17,31,65,95,58,22,7,111,0
12,70,97,110,3,45,109,25,19,20,1
63,108,25,64,83,74,4,48,86,112,1
4,67,60,31,5,19,8,36,70,75,0
49,61,96,84,100,6,38,63,17,85,0
95,19,40,79,84,77,36,25,70,75,0
12,25,83,86,84,40,63,74,110,71,1
63,61,36,75,83,25,72,84,79,33,1
10,78,65,119,85,109,53,20,98,111,0
74,12,19,88,5,63,96,34,83,112,1
4,17,78,112,16,74,67,19,14,5,0
17,9,36,85,7,109,79,29,84,119,0
15,29,39,3,107,43,1,27,57,100,0
94,63,104,112,51,19,46,78,65,3,1
63,77,27,57,100,94,19,65,3,84,0
12,70,45,16,87,52,72,108,100,68,1
12,63,29,100,87,94,52,64,65,16,1
94,12,102,86,84,18,13,108,112,100,1
12,48,29,86,103,94,15,79,68,107,0
12,15,29,28,87,8,27,35,13,100,0
11,76,78,69,5,63,46,108,86,103,0
10,49,78,68,86,77,39,100,34,30,1
54,13,68,29,62,15,27,19,10,51,0
72,108,12,86,103,17,13,6,112,28,0
19,74,78,79,89,63,43,108,112,60,1
9,27,11,103,51,94,58,29,86,84,0
94,72,52,79,38,19,12,108,103,86,0
19,13,78,51,86,72,41,57,68,100,0
27,113,19,57,88,94,41,6,28,79,1
94,8,13,79,107,109,29,34,16,112,1
1,49,102,79,107,12,15,13,112,62,1
109,13,19,110,100,18,43,69,112,28,0
42,76,108,86,84,61,10,49,79,107,0
66,35,19,108,100,94,15,27,29,107,0
48,19,88,112,16,94,81,13,60,68,0
19,102,107,112,34,52,48,76,29,91,1
61,17,78,112,107,53,99,13,69,28,1
11,15,78,107,3,109,12,29,103,86,0
39,46,57,51,84,11,27,19,78,86,0
15,19,55,16,88,8,27,13,7,100,1
27,49,72,51,107,53,81,78,13,62,0
42,108,34,100,68,17,48,28,112,88,1
10,13,29,85,88,59,46,57,60,84,0
12,39,100,65,112,11,58,6,28,107,1
46,57,63,86,84,10,61,78,107,3,1
6,57,100,34,68,19,94,13,79,51,1
48,13,17,68,107,94,49,85,10,87,0
8,102,98,79,107,11,19,27,29,62,1
80,94,108,107,71,6,11,112,28,51,0
11,114,110,65,51,54,94,102,84,20,0
114,34,2,30,60,48,61,27,38,16,0
80,20,65,16,3,19,58,93,112,86,0
10,19,57,68,86,49,94,13,79,103,1
54,60,68,34,51,11,89,78,27,79,1
94,79,14,87,100,113,19,13,112,62,1
53,10,29,100,68,80,106,86,60,103,1
41,102,39,27,103,114,38,101,34,100,0
46,76,38,28,27,81,9,29,3,90,0
27,19,57,39,85,15,20,13,86,51,0
109,9,79,78,103,11,76,27,57,51,1
72,39,29,112,107,76,15,103,65,75,0
13,67,16,51,87,19,2,88,68,34,0
94,6,58,3,85,19,82,27,69,23,1
109,29,51,75,34,94,49,16,100,84,1
35,41,29,30,16,11,40,27,13,100,1
72,11,51,88,86,77,19,47,16,112,0
77,47,78,87,112,41,29,39,68,100,1
34,65,47,27,107,8,39,100,29,3,0
1,43,51,89,87,47,72,12,62,26,0
58,15,104,107,30,19,47,20,66,100,0
43,81,27,65,100,109,13,19,87,30,0
27,16,17,19,100,43,15,65,103,87,0
92,72,65,20,100,55,11,93,51,87,1
41,39,69,87,103,114,49,104,16,3,1
48,78,52,86,103,49,12,57,87,30,0
76,64,114,13,107,8,11,69,100,112,1
54,69,34,16,87,43,67,27,88,100,0
54,13,29,90,62,12,17,65,107,50,1
20,76,68,102,51,8,27,69,78,100,0
78,54,43,88,68,77,46,38,51,87,0
43,38,12,112,107,80,25,69,100,3,1
54,7,16,78,30,8,61,19,13,84,0
92,20,65,68,16,59,72,51,111,107,1
43,81,108,68,100,27,13,114,77,51,1
39,12,41,30,84,77,38,94,100,87,1
94,21,88,96,30,8,19,13,114,3,1
8,27,19,72,107,11,54,78,16,87,1
49,76,103,65,3,45,72,108,62,86,1
18,15,27,65,62,12,19,38,37,84,1
63,43,69,65,86,11,15,41,51,111,0
81,16,3,34,103,11,18,13,51,86,1
82,17,108,100,85,12,58,15,87,91,0
11,29,72,51,89,39,33,15,3,103,0
1,11,64,100,65,39,12,51,107,111,1
104,34,41,68,51,20,13,27,76,88,0
45,49,72,66,89,77,15,16,90,69,1
94,72,60,100,112,15,3,66,76,81,1
48,9,13,87,100,52,33,63,16,30,1
63,47,19,62,87,94,21,27,57,16,0
61,11,58,57,86,109,47,90,20,3,0
63,39,104,30,107,80,114,78,13,79,0
43,102,34,87,51,77,11,19,86,62,0
27,41,95,34,51,61,1,13,30,88,0
109,61,13,107,66,92,20,65,86,85,1
33,63,27,47,107,80,61,51,29,112,1
109,47,55,112,100,53,19,13,27,107,1
8,11,57,66,30,63,46,64,78,100,0
72,49,108,68,100,48,13,102,85,87,1
109,27,63,102,100,54,25,13,86,30,1
27,81,11,29,28,39,64,41,15,51,1
10,49,38,86,90,53,109,57,100,64,1
80,38,58,19,86,8,94,97,16,101,1
49,63,27,13,28,11,19,102,51,3,0
43,55,114,30,107,72,12,88,16,68,0
54,76,100,112,78,49,58,63,102,60,0
109,64,39,60,104,77,11,29,87,28,0
11,78,15,68,71,49,12,50,16,62,0
27,72,19,34,51,42,47,78,68,107,1
72,17,65,51,87,54,15,13,3,62,1
63,76,102,3,60,11,81,30,103,62,1
109,87,57,70,16,33,49,72,86,68,0
48,43,27,13,100,49,53,19,87,3,0
43,94,65,3,16,49,81,19,37,30,1
4,76,60,65,86,102,34,19,68,16,1
74,27,64,21,71,46,29,63,51,87,0
48,79,60,22,103,77,34,55,30,28,1
39,114,61,30,51,104,27,70,57,62,0
33,15,27,54,51,94,53,29,13,3,0
19,27,102,13,103,54,76,50,89,3,0
92,54,57,86,91,19,12,78,60,68,1
41,11,51,16,68,77,9,108,27,103,1
95,72,66,16,86,54,15,13,30,107,0
39,99,68,69,62,12,33,54,3,100,0
49,12,64,9,62,19,104,23,37,100,0
11,57,27,70,16,49,63,29,62,87,1
19,102,22,100,87,11,81,29,16,3,0
77,11,55,100,3,8,57,43,23,30,0
49,38,109,3,103,43,34,69,89,87,0
12,78,98,16,3,49,54,13,89,30,0
21,27,15,13,107,35,60,16,65,87,1
43,54,33,58,100,8,74,27,88,90,0
77,13,96,86,103,15,39,58,100,87,1
12,15,57,3,83,9,96,104,50,70,1
27,114,13,20,60,77,49,108,30,89,0
11,20,65,78,3,27,8,15,29,16,1
49,109,16,65,3,27,13,34,72,62,1
49,15,86,107,57,41,38,39,101,62,1
12,11,75,65,51,77,94,104,68,16,1
8,11,69,51,3,18,39,60,65,87,0
109,15,108,27,51,33,114,43,86,100,1
109,11,57,89,86,48,38,72,87,103,0
109,43,104,60,87,77,94,13,103,86,0
41,60,34,3,100,8,11,29,51,87,0
77,43,58,23,100,61,98,112,16,86,1
27,63,11,104,51,72,66,60,30,39,1
12,15,78,16,68,8,104,100,34,86,0
77,49,66,69,112,19,17,78,3,23,1
27,95,39,51,16,49,48,78,60,75,0
109,15,13,3,103,12,43,16,87,62,1
12,11,78,30,62,63,13,94,27,103,1
76,9,109,50,40,72,27,34,2,16,0
80,39,65,112,88,38,64,81,34,103,1
54,17,29,112,100,1,27,72,65,86,0
8,27,19,102,60,54,76,29,64,100,1
8,45,39,86,103,53,35,78,15,87,1
72,64,39,65,62,8,27,47,33,51,0
43,15,41,60,37,12,11,57,16,68,1
93,11,57,16,30,43,15,65,103,79,1
1,11,78,86,14,46,20,57,87,16,0
72,76,64,2,89,43,8,29,100,30,1
94,61,16,89,87,46,6,13,100,37,1
80,22,16,103,30,54,15,26,90,65,0
15,29,75,34,51,77,61,102,86,103,0
19,58,13,3,16,49,39,38,103,87,1
49,20,64,88,69,109,15,13,3,28,1
48,58,17,100,87,19,29,30,34,107,0
49,76,2,30,107,61,59,19,50,16,1
54,69,13,30,86,49,15,65,68,51,0
12,7,27,63,103,41,47,78,100,110,1
94,77,65,30,107,19,63,58,78,28,0
27,63,76,13,69,77,11,57,3,107,0
19,8,108,86,87,54,96,34,30,16,1
43,72,41,103,31,11,77,19,89,87,0
109,47,20,88,65,49,54,16,85,87,1
17,27,12,102,84,94,19,3,34,107,0
77,11,86,88,103,49,15,13,27,7,1
43,104,67,60,30,64,93,69,34,62,1
19,46,41,30,107,8,94,78,87,103,1
19,25,86,29,3,48,43,69,16,68,0
11,57,98,30,28,8,47,78,100,112,1
11,114,13,30,100,49,43,57,87,7,0
1,19,65,100,75,55,17,93,86,28,1
77,12,78,69,87,8,43,104,16,5,1
49,72,98,37,16,108,47,19,42,3,1
104,27,66,81,51,11,61,78,60,30,0
61,93,64,13,51,11,72,100,65,86,1
48,27,17,29,100,15,104,3,107,34,0
72,34,103,69,87,113,109,16,90,3,0
19,39,29,86,84,56,11,30,41,62,1
63,29,34,51,86,109,94,88,65,68,1
57,39,34,100,30,20,11,85,13,86,0
19,39,104,86,100,43,15,58,68,16,0
41,72,55,100,87,77,27,47,13,62,1
109,15,19,90,86,53,17,72,89,87,1
109,9,104,100,87,54,29,30,98,28,0
8,64,104,51,22,58,72,17,3,62,1
11,15,38,87,100,94,27,104,69,23,1
12,39,29,3,88,104,18,65,71,86,1
10,57,76,60,3,48,79,23,102,103,1
77,49,55,3,107,27,15,13,98,16,1
27,54,11,13,7,80,46,16,88,50,0
19,39,38,16,3,108,54,9,30,103,1
17,66,54,65,86,77,39,19,111,103,0
49,54,108,42,101,12,39,19,51,87,1
54,27,29,88,34,1,78,16,47,87,1
72,41,57,87,88,49,33,43,100,37,1
8,27,13,19,107,49,54,65,68,16,1
11,54,16,100,30,19,27,78,13,51,0
102,12,58,106,60,80,66,114,27,13,0
11,58,15,64,89,109,25,45,7,31,0
49,12,13,3,107,41,15,7,68,100,1
49,11,78,86,3,72,54,16,13,68,1
44,27,39,2,107,56,80,13,64,100,0
43,76,66,16,30,94,38,20,3,7,1
20,60,16,3,34,13,78,67,30,51,1
11,81,29,100,3,39,19,15,20,51,1
45,72,66,19,87,109,49,65,30,103,1
39,27,18,88,65,15,41,78,103,87,0
49,81,87,65,85,109,33,45,19,112,1
94,46,79,65,86,41,9,78,87,103,0
4,15,55,87,107,12,47,57,30,103,1
109,49,102,68,51,80,38,76,112,62,1
11,61,33,27,107,49,114,13,3,51,1
49,48,78,51,87,72,76,27,96,107,1
61,72,57,37,16,54,34,78,60,30,1
94,47,27,69,51,81,39,29,68,88,1
53,72,102,86,3,54,76,78,16,68,1
53,109,47,3,103,15,78,34,60,87,1
49,8,78,62,87,42,27,13,34,60,1
1,39,64,78,88,49,27,12,51,62,0
94,15,27,88,107,39,9,57,51,68,1
11,63,104,87,86,12,70,16,68,100,1
12,69,3,34,88,53,8,17,100,79,1
58,98,16,72,30,19,44,40,91,3,0
27,47,29,34,89,49,72,43,86,87,1
64,19,76,39,62,49,95,3,2,60,1
113,47,13,103,62,61,15,29,3,100,0
9,63,27,78,23,49,54,66,16,87,1
48,49,27,104,107,59,13,78,100,68,1
43,48,78,60,3,80,42,66,87,16,0
15,74,104,85,30,11,37,41,55,16,0
27,15,19,76,14,94,21,103,16,68,0
27,81,11,23,60,61,48,49,87,51,1
8,13,15,78,87,33,39,72,86,16,1
1,47,65,100,86,39,12,78,107,75,1
12,42,15,100,71,41,39,64,16,62,1
12,76,57,88,87,43,44,78,3,107,0
67,33,13,51,86,77,12,85,87,16,0
45,12,66,70,7,49,73,108,89,30,0
8,43,29,86,16,39,109,78,100,30,0
63,39,13,86,100,114,27,104,76,51,0
19,108,100,12,68,15,11,3,2,88,0
48,49,78,75,100,39,98,95,107,86,1
34,72,88,103,87,8,43,89,65,3,0
61,51,90,87,34,43,42,88,66,86,1
77,11,112,51,16,15,43,79,3,107,1
43,63,78,30,62,72,49,108,86,16,0
11,63,16,3,71,43,58,27,41,57,0
46,27,72,57,100,94,19,66,13,86,0
49,15,108,87,103,72,13,76,62,3,1
8,58,47,103,87,43,72,89,51,68,1
49,72,57,68,7,43,41,86,65,3,1
12,57,22,86,30,15,106,29,100,3,0
61,64,66,72,30,109,13,65,100,90,0
42,13,69,97,86,12,49,2,100,3,1
109,34,29,87,100,74,27,38,20,89,0
54,57,30,107,22,94,19,102,87,23,1
39,78,27,100,81,12,19,13,86,110,0
80,39,13,68,16,49,38,18,103,87,0
48,38,43,101,91,95,47,57,30,89,1
19,11,27,62,22,78,77,34,28,51,1
